34201.151828026,1,6325489,500,5860000,-1
34201.151828026,1,9433882,35,5860000,-1
34201.151828026,1,9303209,18,5865000,-1
34201.151828026,1,10296777,40,5865000,-1
34201.151828026,1,1365134,4,5865700,-1
34201.151828026,1,3647227,80,5866000,-1
34201.160865762,3,16316953,100,5855100,1
34201.161036737,1,16335544,100,5855000,1
34201.171165592,3,16335544,100,5855000,1
34201.171269639,3,16310817,18,5856600,1
34201.171271698,3,16316688,18,5856900,1
34201.171316864,1,16337151,100,5854700,1
34201.17297637,4,3583158,5,5856500,1
34201.17297637,4,3647220,20,5856400,1
34201.17297637,4,4731250,3,5856000,1
34201.17297637,4,3647224,15,5855900,1
34201.17297637,4,4725584,1,5855500,1
34201.17297637,4,2118573,9,5855000,1
34201.17297637,4,3562118,5,5855000,1
34201.17297637,4,9480911,25,5855000,1
34201.17297637,5,0,17,5855000,1
34201.173094452,1,16337399,18,5858700,-1
34201.1731408,1,16337407,5,5858600,-1
34201.173141799,1,16337408,13,5858600,-1
34201.173174928,1,16337414,18,5854800,1
34201.17320583,1,16337423,18,5858400,-1
34201.173235656,1,16337430,18,5858500,-1
34201.173275985,1,16337440,3,5858600,-1
34201.174179399,3,16337151,100,5854700,1
34201.174431517,1,16337597,100,5854200,1
34201.183611554,5,0,53,5855000,1
34201.183713008,1,16338748,15,5854900,1
34201.18569242,1,16339076,100,6003800,-1
34201.186901972,1,16339262,66,6000000,-1
34201.188030854,5,0,20,5855000,1
34201.188124042,1,16339418,15,5858300,-1
34201.332453905,3,15693613,409,5834600,1
34201.383969258,3,16207170,100,5859900,-1
34201.384145378,3,16337414,18,5854800,1
34201.384146714,3,16337399,18,5858700,-1
34201.384168451,3,16337423,18,5858400,-1
34201.384171513,3,16337407,5,5858600,-1
34201.384173402,3,16337408,13,5858600,-1
34201.384201303,3,16337430,18,5858500,-1
34201.384201862,3,16337440,3,5858600,-1
34201.384238778,3,16338748,15,5854900,1
34201.385122778,3,16207125,100,5859400,-1
34201.385872716,3,16207442,200,5859800,-1
34201.39750588,1,16365896,100,5858000,-1
34201.422204025,1,16368700,200,5858900,-1
34201.422300991,3,16339418,15,5858300,-1
34201.476285699,1,16374467,50,5720000,1
34201.536315252,1,16380157,18,5857700,-1
34201.536372648,1,16380182,18,5857800,-1
34201.536410771,1,16380189,18,5857900,-1
34201.536412448,1,16380190,18,5858000,-1
34201.617248379,3,1903538,100,5870000,-1
34201.732217592,1,16396043,18,5854700,1
34201.732253626,1,16396051,5,5854600,1
34201.732358753,3,16380189,18,5857900,-1
34201.73236517,3,16380157,18,5857700,-1
34201.732368385,3,16380182,18,5857800,-1
34201.732392812,3,16380190,18,5858000,-1
34201.781385826,1,16399505,50,5600000,1
34201.810697217,1,16400908,4,5869000,-1
34201.817425308,1,16401226,300,5840100,1
34201.830494548,1,16401966,20,5820000,1
34201.839752148,1,16402559,10,5875000,-1
34201.840762287,1,16402634,18,5857700,-1
34201.840808542,1,16402643,18,5857800,-1
34201.840818555,1,16402646,18,5857900,-1
34201.840851751,1,16402650,18,5858000,-1
34201.841350534,1,16402700,10,5980000,-1
34201.848053345,1,16403136,3,5700000,1
34201.874943562,1,16405027,300,5450000,1
34201.886149879,1,16405587,98,5750000,1
34201.88624752,1,16405593,100,5460000,1
34201.892696537,1,16405849,600,5889400,-1
34201.895059225,1,16405923,1200,5760000,1
34201.905465693,1,16406396,10,6000000,-1
34201.982908262,1,16411143,225,5990000,-1
34202.030342281,4,16396043,18,5854700,1
34202.030342281,4,16396051,5,5854600,1
34202.030342281,5,0,77,5854500,1
34202.030451996,1,16415481,13,5857600,-1
34202.030592674,3,16402646,18,5857900,-1
34202.030597882,3,16402643,18,5857800,-1
34202.030618578,3,16402650,18,5858000,-1
34202.034349986,1,16415792,18,5857300,-1
34202.034385712,1,16415796,18,5857500,-1
34202.034400011,1,16415798,18,5857400,-1
34202.034430195,1,16415801,9,5857600,-1
34202.089196749,1,16419186,5,5450000,1
34202.179737249,5,0,200,5854600,1
34202.179947146,3,16402634,18,5857700,-1
34202.179949106,3,16415796,18,5857500,-1
34202.17997144,3,16415481,13,5857600,-1
34202.179972369,3,16415801,9,5857600,-1
34202.179996508,3,16415798,18,5857400,-1
34202.180375735,1,16426495,60,5870000,-1
34202.190174677,1,16428667,2000,5840000,1
34202.219518254,3,16235607,5,5863300,-1
34202.238111339,1,16440769,200,5970000,-1
34202.241605507,1,16441754,100,5785500,1
34202.255253777,5,0,4,5854500,1
34202.255253777,5,0,26,5854500,1
34202.255342116,1,16445672,18,5857300,-1
34202.25538437,1,16445684,10,5857200,-1
34202.255391393,1,16445687,8,5857200,-1
34202.255445644,1,16445707,18,5857200,-1
34202.259088333,1,16446663,100,5870000,-1
34202.260745221,3,16337597,100,5854200,1
34202.263283768,1,16447901,100,5898500,-1
34202.264625724,1,16448284,100,5450000,1
34202.266884409,1,16448955,100,5450000,1
34202.269697512,1,16449896,100,5854400,1
34202.272992647,3,16449896,100,5854400,1
34202.274476054,1,16450945,100,5854200,1
34202.312874521,1,16457080,100,5900000,-1
34202.383483898,3,16368700,200,5858900,-1
34202.383613299,3,16445687,8,5857200,-1
34202.383614811,3,16445707,18,5857200,-1
34202.383618942,3,16415792,18,5857300,-1
34202.383620122,3,16445672,18,5857300,-1
34202.383643886,3,16445684,10,5857200,-1
34202.38517469,1,16467671,100,5858100,-1
34202.491436937,3,16450945,100,5854200,1
34202.491574399,1,16479076,100,5856900,1
34202.491899451,3,16479076,100,5856900,1
34202.492023165,1,16479170,100,5854200,1
34202.550986313,1,16485127,100,5503100,1
34202.565551981,1,16486693,18,5857700,-1
34202.565614779,1,16486703,8,5857900,-1
34202.565632045,1,16486709,18,5857800,-1
34202.565655722,1,16486714,10,5857900,-1
34202.565666844,1,16486717,18,5858000,-1
34202.57908587,3,16479170,100,5854200,1
34202.579213337,1,16488533,100,5854700,1
34202.682315289,1,16497956,18,5857400,-1
34202.682348971,1,16497960,4,5857500,-1
34202.682449351,3,16486703,8,5857900,-1
34202.682454219,3,16486709,18,5857800,-1
34202.682455457,3,16486714,10,5857900,-1
34202.682477482,3,16486717,18,5858000,-1
34202.682720418,1,16497983,18,5857100,-1
34202.682743247,1,16497988,2,5857200,-1
34202.737723008,1,16502634,100,5857100,-1
34202.75688423,1,16504889,18,5856800,-1
34202.756909029,1,16504892,16,5856900,-1
34203.011800486,3,16488533,100,5854700,1
34203.011926972,4,16504889,18,5856800,-1
34203.011926972,4,16504892,16,5856900,-1
34203.011926972,1,16527925,66,5857000,1
34203.011987557,3,16486693,18,5857700,-1
34203.011988208,3,16497956,18,5857400,-1
34203.011990228,3,16497960,4,5857500,-1
34203.011990843,3,16497988,2,5857200,-1
34203.012001355,3,16497983,18,5857100,-1
34203.012050158,4,16527925,66,5857000,1
34203.012287906,1,16527982,18,5854500,1
34203.08949192,1,16535218,18,5856800,-1
34203.089511576,1,16535225,18,5856900,-1
34203.089539994,1,16535228,18,5857000,-1
34203.089562562,1,16535234,18,5857100,-1
34203.122241619,1,16538191,10,5854600,1
34203.12232224,3,16527982,18,5854500,1
34203.132689191,1,16539283,12,5856500,-1
34203.295569158,4,16539283,12,5856500,-1
34203.295569158,4,16535218,18,5856800,-1
34203.295665697,1,16554356,18,5854600,1
34203.295815832,3,16535228,18,5857000,-1
34203.295825553,3,16535225,18,5856900,-1
34203.295826267,3,16535234,18,5857100,-1
34203.32184964,1,16556387,100,5853700,1
34203.324279569,5,0,26,5857000,-1
34203.324279569,5,0,44,5857000,-1
34203.32437532,1,16556599,10,5854700,1
34203.346200887,3,16485127,100,5503100,1
34203.346380559,1,16558679,100,5503100,1
34203.407470515,1,16563530,18,5856800,-1
34203.407505157,1,16563536,18,5856900,-1
34203.407510264,1,16563538,18,5857000,-1
34203.40754895,1,16563541,16,5857100,-1
34203.59994379,1,11599111,230,5853000,1
34203.59994379,1,10795752,250,5867500,-1
34203.59994379,1,13126986,10,5851700,1
34203.59994379,1,1918308,30,5868000,-1
34203.59994379,1,3647226,1,5850500,1
34203.59994379,1,1918106,100,5868600,-1
34203.59994379,1,12040928,2,5850400,1
34203.59994379,1,11368988,20,5869000,-1
34203.59994379,1,1366993,4,5850000,1
34203.59994379,1,2050120,17,5870000,-1
34203.59994379,1,1370558,3,5850000,1
34203.59994379,1,2134900,40,5870000,-1
34203.59994379,1,1668565,5,5850000,1
34203.59994379,1,2681097,300,5870000,-1
34203.59994379,1,2114188,2,5850000,1
34203.59994379,1,3272621,50,5870000,-1
34203.59994379,1,2117274,30,5850000,1
34203.59994379,1,3554411,14,5870000,-1
34203.59994379,1,2127309,5,5850000,1
34203.59994379,1,3562673,75,5870000,-1
34203.59994379,1,2776078,5,5850000,1
34203.59994379,1,3566430,150,5870000,-1
34203.59994379,1,2854293,10,5850000,1
34203.59994379,1,3647238,20,5870000,-1
34203.59994379,1,3171647,5,5850000,1
34203.59994379,1,3647240,15,5870000,-1
34203.59994379,1,3172468,5,5850000,1
34203.59994379,1,5049505,70,5870000,-1
34203.59994379,1,3184267,5,5850000,1
34203.59994379,1,5926279,2,5870000,-1
34203.59994379,1,3304030,4,5850000,1
34203.59994379,1,9486047,27,5870000,-1
34203.59994379,1,3549791,36,5850000,1
34203.59994379,1,9702616,15,5870000,-1
34203.59994379,1,3561189,1,5850000,1
34203.59994379,1,11587707,100,5870000,-1
34203.59994379,1,3585371,10,5850000,1
34203.59994379,1,12759816,5,5870000,-1
34203.59994379,1,3647228,98,5850000,1
34203.59994379,1,1996321,1000,5872200,-1
34203.59994379,1,3647230,6,5850000,1
34203.59994379,1,3647231,10,5850000,1
34203.59994379,1,3647232,5,5850000,1
34203.59994379,1,3647233,3,5850000,1
34203.59994379,1,3647235,10,5850000,1
34203.59994379,1,3647236,5,5850000,1
34203.59994379,1,3647237,5,5850000,1
34203.59994379,1,3688678,65,5850000,1
34203.59994379,1,4406694,6,5850000,1
34203.59994379,1,4725562,25,5850000,1
34203.59994379,1,4726308,6,5850000,1
34203.59994379,1,4727127,8,5850000,1
34203.59994379,1,4731365,10,5850000,1
34203.59994379,1,6057645,300,5850000,1
34203.59994379,1,7552794,40,5850000,1
34203.59994379,1,10138545,800,5850000,1
34203.59994379,1,10183494,3349,5850000,1
34203.59994379,1,11592601,15,5850000,1
34203.59994379,1,12136452,1,5850000,1
34203.59994379,1,8712887,50,5849500,1
34203.600154641,3,16538191,10,5854600,1
34203.600164031,3,16563536,18,5856900,-1
34203.600165108,3,16563541,16,5857100,-1
34203.600168005,3,16554356,18,5854600,1
34203.600207608,3,16556599,10,5854700,1
34203.600228364,3,16563530,18,5856800,-1
34203.600245629,3,16563538,18,5857000,-1
34203.954770435,1,16617159,18,5854500,1
34204.105356795,1,16632807,18,5854700,1
34204.105407447,1,16632813,2,5854600,1
34204.127697885,3,16502634,100,5857100,-1
34204.328788797,1,16655686,16,5857900,-1
34204.328820921,1,16655691,18,5858000,-1
34204.328918827,3,16617159,18,5854500,1
34204.328940476,3,16632807,18,5854700,1
34204.328981067,3,16632813,2,5854600,1
34204.36362978,1,16658480,18,5854700,1
34204.363658209,1,16658483,18,5854600,1
34204.36368474,1,16658486,2,5854500,1
34204.398386311,1,16661173,18,5857600,-1
34204.398422624,1,16661182,18,5857700,-1
34204.567472902,3,16556387,100,5853700,1
34204.567646478,3,16655686,16,5857900,-1
34204.567665764,3,16658483,18,5854600,1
34204.567667208,3,16655691,18,5858000,-1
34204.56766787,3,16658480,18,5854700,1
34204.567694597,3,16658486,2,5854500,1
34204.567695304,3,16661182,18,5857700,-1
34204.567732501,3,16661173,18,5857600,-1
34204.570825637,1,16675424,16,5857900,-1
34204.570865938,1,16675431,18,5858000,-1
34204.576711342,1,16675936,100,5854700,1
34204.577104419,1,16675969,900,5856800,-1
34204.62133869,1,16679201,18,5856700,-1
34204.70427482,1,16685587,10,5814800,1
34204.894275109,1,16704576,18,5855000,1
34204.894370914,1,16704590,18,5854900,1
34204.894391087,1,16704592,2,5854800,1
34204.894441721,3,16675424,16,5857900,-1
34204.894450815,3,16675431,18,5858000,-1
34204.894471165,3,16679201,18,5856700,-1
34205.175095396,4,16675969,50,5856800,-1
34205.175277367,3,16704576,18,5855000,1
34205.175293104,3,16704590,18,5854900,1
34205.175294192,3,16704592,2,5854800,1
34205.181076298,1,16730960,100,5856800,-1
34205.308995297,1,16746392,18,5856500,-1
34205.366344866,1,16751233,100,5784600,1
34205.36673149,1,16751271,100,5927400,-1
34205.382317056,3,16730960,100,5856800,-1
34205.388462148,1,16752894,100,5856500,-1
34205.434993699,1,12767108,1000,5848500,1
34205.434993699,1,1304744,100,5874100,-1
34205.434993699,1,2117277,20,5848000,1
34205.434993699,1,3647242,32,5874100,-1
34205.434993699,1,877391,10,5846900,1
34205.434993699,1,13406354,200,5874300,-1
34205.434993699,1,4294238,49,5846900,1
34205.434993699,1,1444975,100,5874800,-1
34205.434993699,1,11909644,100,5845000,1
34205.434993699,1,1918157,19,5874900,-1
34205.434993699,1,1373335,2,5844900,1
34205.434993699,1,1278150,175,5875000,-1
34205.434993699,1,10751395,200,5842500,1
34205.434993699,1,2854047,100,5875000,-1
34205.434993699,1,3647244,9,5875000,-1
34205.434993699,1,9823165,100,5875000,-1
34205.434993699,1,1346304,100,5875900,-1
34205.734539337,4,16746392,18,5856500,-1
34205.734539337,4,16752894,63,5856500,-1
34205.765156633,4,16752894,37,5856500,-1
34205.765156633,4,16675969,263,5856800,-1
34205.765257746,1,16779043,18,5854700,1
34205.765316823,1,16779073,14,5854800,1
34205.766878478,4,16675969,132,5856800,-1
34205.768387095,4,16675969,59,5856800,-1
34205.771753648,1,16781704,18,5856700,-1
34206.134814988,1,16810314,100,5905000,-1
34206.134888843,1,16810316,100,5915000,-1
34206.182831529,1,16812705,100,5765000,1
34206.182860469,1,16812706,100,5775000,1
34206.182970987,1,16812712,100,5785000,1
34206.183064791,1,16812718,100,5795000,1
34206.224855096,3,16751233,100,5784600,1
34206.22497094,1,16815014,100,5784400,1
34206.290141263,1,16818091,7,5854800,1
34206.29025491,3,16779043,18,5854700,1
34206.290260156,3,16779073,14,5854800,1
34206.290261072,3,16781704,18,5856700,-1
34206.290892881,1,16818125,53,5854800,1
34206.29123036,1,16818137,52,5854800,1
34206.291527335,1,16818156,1,5854800,1
34206.291814072,1,16818175,5,5854800,1
34206.291925675,1,16818181,45,5854800,1
34206.29195232,1,16818182,39,5854800,1
34206.292254316,1,16818198,27,5854800,1
34206.801157647,1,16841958,18,5856600,-1
34206.879819956,1,4864091,12,5841500,1
34206.879819956,1,12850881,200,5876500,-1
34206.879819956,1,4725498,82,5840900,1
34206.879819956,1,3583391,100,5877200,-1
34206.879819956,1,3565398,40,5840100,1
34206.879819956,1,12671288,100,5877500,-1
34206.879819956,1,1918309,50,5840000,1
34206.879819956,1,4670802,25,5877700,-1
34206.879819956,1,2115811,10,5840000,1
34206.879819956,1,3647247,45,5878000,-1
34206.879819956,1,2470155,15,5840000,1
34206.879819956,1,13603146,130,5878000,-1
34206.879819956,1,3502533,8,5840000,1
34206.879819956,1,13444612,40,5879000,-1
34206.879819956,1,3558087,2,5840000,1
34206.879819956,1,3647243,4,5840000,1
34206.879819956,1,3689103,50,5840000,1
34206.879819956,1,4727912,5,5840000,1
34206.879819956,1,5743143,2,5840000,1
34206.879819956,1,6788988,240,5840000,1
34206.879819956,1,6951722,262,5840000,1
34206.879819956,1,12762365,100,5840000,1
34206.879819956,1,13195914,200,5840000,1
34206.879819956,1,4027388,20,5836000,1
34206.879819956,1,11278598,250,5835500,1
34206.965352065,5,0,100,5855800,1
34206.965510203,3,16841958,18,5856600,-1
34207.531993783,1,16879396,100,5858000,-1
34207.94770667,3,16182629,100,5852500,1
34208.041283608,1,16898655,2,5807900,1
34208.041353062,1,16898660,2,5856800,-1
34208.077533973,1,1374689,1,5835000,1
34208.077533973,1,4726563,210,5879900,-1
34208.077533973,1,9460494,100,5832200,1
34208.077533973,1,1333223,4,5880000,-1
34208.077533973,1,13492296,10,5831300,1
34208.077533973,1,1360987,1000,5880000,-1
34208.077533973,1,1830402,300,5831000,1
34208.077533973,1,1361119,200,5880000,-1
34208.077533973,1,7270903,400,5831000,1
34208.077533973,1,1364795,44,5880000,-1
34208.077533973,1,11435964,100,5831000,1
34208.077533973,1,1367608,10,5880000,-1
34208.077533973,1,3647246,8,5830300,1
34208.077533973,1,1369007,100,5880000,-1
34208.077533973,1,1333271,46,5830000,1
34208.077533973,1,1996866,10,5880000,-1
34208.077533973,1,2125608,35,5880000,-1
34208.077533973,1,2130940,500,5880000,-1
34208.077533973,1,2567592,100,5880000,-1
34208.077533973,1,3559257,30,5880000,-1
34208.077533973,1,3647252,50,5880000,-1
34208.077533973,1,3647253,4,5880000,-1
34208.077533973,1,4639835,400,5880000,-1
34208.077533973,1,4728216,100,5880000,-1
34208.077533973,1,4864058,105,5880000,-1
34208.077533973,1,6313285,350,5880000,-1
34208.077533973,1,6415887,500,5880000,-1
34208.077533973,1,7287079,20,5880000,-1
34208.077533973,1,7504327,1000,5880000,-1
34208.077533973,1,7972046,2,5880000,-1
34208.077533973,1,8121371,10,5880000,-1
34208.077533973,1,9147313,42,5880000,-1
34208.077533973,1,13183526,1000,5880000,-1
34208.077533973,1,13204037,1000,5880000,-1
34208.077533973,1,13368133,100,5880000,-1
34208.077533973,1,13403838,50,5880000,-1
34208.077533973,1,3647256,10,5880100,-1
34208.077533973,1,3647257,10,5880100,-1
34208.077533973,1,3647259,1000,5880800,-1
34208.077533973,1,3647263,10,5880900,-1
34208.077533973,1,3577667,330,5881000,-1
34208.48306653,1,16914630,100,5854900,1
34208.70287486,3,16818091,7,5854800,1
34208.703312634,3,16818125,53,5854800,1
34208.839912684,3,16818137,52,5854800,1
34208.840433832,3,16818156,1,5854800,1
34209.067534555,1,1377069,1,5830000,1
34209.067534555,1,1996323,1000,5881100,-1
34209.067534555,1,1918307,100,5830000,1
34209.067534555,1,3647265,800,5881700,-1
34209.067534555,1,1996865,10,5830000,1
34209.067534555,1,3549795,278,5882000,-1
34209.067534555,1,2125484,10,5830000,1
34209.067534555,1,3566989,65,5882500,-1
34209.067534555,1,2135757,4,5830000,1
34209.067534555,1,3569409,133,5883300,-1
34209.067534555,1,3184265,500,5830000,1
34209.067534555,1,1917918,100,5883500,-1
34209.067534555,1,3549251,10,5830000,1
34209.067534555,1,3647248,10,5830000,1
34209.067534555,1,3647249,100,5830000,1
34209.067534555,1,3647251,5,5830000,1
34209.067534555,1,8783845,150,5830000,1
34209.067534555,1,9184235,100,5830000,1
34209.067534555,1,9283576,15,5830000,1
34209.067534555,1,9431649,10,5830000,1
34209.067534555,1,9756084,100,5830000,1
34209.067534555,1,11283436,1000,5830000,1
34209.067534555,1,11751898,57,5830000,1
34209.067534555,1,12672543,50,5830000,1
34209.067534555,1,13434669,19,5830000,1
34209.067534555,1,3567065,200,5829000,1
34209.067534555,1,2122505,7,5828000,1
34209.067534555,1,10822855,400,5826500,1
34209.067534555,1,3647254,100,5826400,1
34209.067534555,1,3647258,100,5826000,1
34209.21194364,1,16939575,42,5854900,1
34209.442705504,3,16265761,67,5854400,1
34209.442788623,3,16818175,5,5854800,1
34209.477500287,1,16948611,320,5856800,-1
34209.481087627,1,16948722,320,5856800,-1
34209.489945829,4,16675969,225,5856800,-1
34209.494770026,1,16949037,67,5854900,1
34209.506557426,3,16948611,320,5856800,-1
34209.522721597,1,16949716,320,5856800,-1
34209.525706867,3,16818181,45,5854800,1
34209.54252448,4,16675969,28,5856800,-1
34209.542622307,1,16950346,18,5855000,1
34209.780716781,4,16950346,18,5855000,1
34209.780716781,4,16914630,100,5854900,1
34209.780716781,4,16939575,42,5854900,1
34209.780716781,4,16949037,40,5854900,1
34209.780806936,1,16957682,18,5856800,-1
34209.780840766,1,16957685,18,5856700,-1
34209.784078285,5,0,44,5855000,1
34209.784078285,4,16949037,27,5854900,1
34209.786185996,4,16818182,39,5854800,1
34209.786185996,4,16818198,27,5854800,1
34209.786185996,4,16675936,34,5854700,1
34209.786266076,1,16958115,2,5856600,-1
34209.801542957,3,16675936,66,5854700,1
34209.808502833,1,16958771,66,5854900,1
34209.828774041,4,16958771,66,5854900,1
34209.828774041,4,16249592,34,5854400,1
34209.829435704,1,16959555,169,5856600,-1
34209.830562764,3,16959555,169,5856600,-1
